C,X,Y
25.0,-122.3744885,38.548707
21.0,-122.232682,38.2358775
28.0,-122.333086,38.294664
26.0,-122.2565375,38.284514
25.0,-122.474341,38.601065
27.0,-122.323636,38.331063
29.0,-122.2719845,38.3372125
21.0,-122.350385,38.2069665
24.0,-122.369848,38.3875355
28.0,-122.369588,38.3223135
23.0,-122.2649835,38.3085635
24.0,-122.369848,38.3875355
20.0,-122.225373,38.1838585
23.0,-122.2895875,38.303864
23.0,-122.2649835,38.3085635
22.0,-122.310589,38.303769
21.0,-122.302785,38.270965
31.0,-122.485091,38.5392075
30.0,-122.1773815,38.3344625
38.0,-122.225373,38.1838585
30.0,-122.1773815,38.3344625
30.0,-122.1773815,38.3344625
30.0,-122.235633,38.323413
31.0,-122.256436,38.499858
30.0,-122.1773815,38.3344625
30.0,-122.174139,38.4888795
38.0,-122.225373,38.1838585
30.0,-122.263634,38.330463
33.0,-122.586594,38.578457
39.0,-122.3168855,38.324663
36.0,-122.286484,38.298114
37.0,-122.2895875,38.303864
37.0,-122.2992395,38.303664
38.0,-122.286334,38.285714
36.0,-122.2649835,38.3085635
32.0,-122.3061795,38.292214
36.0,-122.285519,38.2952755
31.0,-122.4515405,38.505879
38.0,-122.2692835,38.2811645
33.0,-122.585644,38.589757
37.0,-122.2812845,38.3174635
34.0,-122.256436,38.499858
39.0,-122.3172865,38.350588
32.0,-122.4051885,38.330863
37.0,-122.2982455,38.2993195
33.0,-122.3744885,38.548707
30.0,-122.1773815,38.3344625
36.0,-122.273234,38.305114
36.0,-122.2694335,38.2858635
31.0,-122.523932,38.530758
38.0,-122.2694235,38.2687645
30.0,-122.263634,38.330463
36.0,-122.2606835,38.293364
33.0,-122.4635405,38.5771565
34.0,-122.336237,38.3756615
34.0,-122.3003865,38.4225585
39.0,-122.3126855,38.3163135
32.0,-122.3273855,38.3096635
35.0,-122.2980885,38.296869
33.0,-122.2847405,38.688076
38.0,-122.225373,38.1838585
33.0,-122.42744,38.615055
35.0,-122.298069,38.2911965
32.0,-122.308635,38.297349
31.0,-122.4657405,38.511958
35.0,-122.292585,38.296564
31.0,-122.4605405,38.5338575
37.0,-122.2812845,38.3174635
34.0,-122.362638,38.4054645
34.0,-122.3003865,38.4225585
36.0,-122.270838,38.292814
32.0,-122.3188355,38.293714
30.0,-122.259584,38.3514125
38.0,-122.2692835,38.2811645
39.0,-122.323636,38.331063
35.0,-122.302785,38.270965
30.0,-122.1773815,38.3344625
34.0,-122.362638,38.4054645
38.0,-122.224882,38.281914
35.0,-122.2904345,38.289114
30.0,-122.1355815,38.4137595
37.0,-122.303585,38.318063
30.0,-122.259584,38.3514125
33.0,-122.5831435,38.582707
38.0,-122.2694235,38.2687645
36.0,-122.2606835,38.293364
30.0,-122.259584,38.3514125
33.0,-122.4635405,38.5771565
33.0,-122.42744,38.615055
35.0,-122.2882195,38.2920545
34.0,-122.3003865,38.4225585
33.0,-122.474341,38.601065
32.0,-122.3147355,38.2726485
38.0,-122.2692835,38.2811645
39.0,-122.314386,38.333513
30.0,-122.259584,38.3514125
33.0,-122.585644,38.589757
37.0,-122.2992395,38.303664
36.0,-122.286484,38.298114
33.0,-122.474341,38.601065
35.0,-122.2904345,38.289114
37.0,-122.2895875,38.303864
32.0,-122.3273855,38.3096635
30.0,-122.2427835,38.3090135
39.0,-122.3172865,38.350588
33.0,-122.5831435,38.582707
39.0,-122.3110855,38.329613
30.0,-122.259584,38.3514125
30.0,-122.1773815,38.3344625
33.0,-122.5672435,38.578757
39.0,-122.3172865,38.350588
38.0,-122.2593135,38.1731115
33.0,-122.586594,38.578457
34.0,-122.3555875,38.400511
38.0,-122.286334,38.285714
34.0,-122.388088,38.360662
33.0,-122.474341,38.601065
38.0,-122.224882,38.281914
31.0,-122.467504,38.4945765
35.0,-122.30391,38.284514
31.0,-122.485091,38.5392075
34.0,-122.388088,38.360662
39.0,-122.314386,38.333513
34.0,-122.3003865,38.4225585
31.0,-122.4657405,38.511958
32.0,-122.31314,38.3093635
36.0,-122.270838,38.292814
35.0,-122.2909845,38.284664
34.0,-122.314436,38.3761115
32.0,-122.369588,38.3223135
35.0,-122.302785,38.270965
35.0,-122.286334,38.285714
35.0,-122.2973305,38.284614
37.0,-122.3070855,38.324563
39.0,-122.369588,38.3223135
32.0,-122.310589,38.303769
30.0,-122.1773815,38.3344625
35.0,-122.292585,38.296564
39.0,-122.3126855,38.3163135
36.0,-122.285519,38.2952755
33.0,-122.585644,38.589757
38.0,-122.224882,38.281914
33.0,-122.42744,38.615055
32.0,-122.356387,38.292416
33.0,-122.4635405,38.5771565
39.0,-122.369588,38.3223135
31.0,-122.481741,38.4973085
36.0,-122.270838,38.292814
31.0,-122.4605405,38.5338575
34.0,-122.256436,38.499858
30.0,-122.235633,38.323413
36.0,-122.2898845,38.296414
37.0,-122.2992395,38.303664
32.0,-122.310589,38.303769
36.0,-122.285519,38.2952755
37.0,-122.301335,38.3108745
37.0,-122.303585,38.318063
37.0,-122.2895875,38.303864
31.0,-122.472241,38.507808
33.0,-122.544593,38.639555
31.0,-122.4657405,38.511958
31.0,-122.472645,38.4623595
32.0,-122.3188355,38.293714
38.0,-122.2692835,38.2811645
32.0,-122.3273855,38.3096635
32.0,-122.350385,38.2069665
39.0,-122.3338865,38.329713
32.0,-122.4051885,38.330863
31.0,-122.397552,38.460159
32.0,-122.3188355,38.293714
34.0,-122.314436,38.3761115
30.0,-122.259584,38.3514125
33.0,-122.544593,38.639555
33.0,-122.254009,38.579556
38.0,-122.2593135,38.1731115
35.0,-122.2882195,38.2920545
30.0,-122.2427835,38.3090135
31.0,-122.4657405,38.511958
34.0,-122.314436,38.3761115
35.0,-122.286334,38.285714
36.0,-122.286484,38.298114
37.0,-122.292735,38.320063
37.0,-122.2819185,38.304744
35.0,-122.305581,38.288951
31.0,-122.467504,38.4945765
35.0,-122.302785,38.270965
34.0,-122.369848,38.3875355
32.0,-122.333086,38.294664
31.0,-122.479543,38.510608
32.0,-122.31314,38.3093635
38.0,-122.232682,38.2358775
34.0,-122.377238,38.3833115
39.0,-122.369588,38.3223135
31.0,-122.479543,38.510608
30.0,-122.235633,38.323413
32.0,-122.3188355,38.293714
33.0,-122.3744885,38.548707
38.0,-122.2593135,38.1731115
35.0,-122.302785,38.270965
39.0,-122.323636,38.331063
37.0,-122.292735,38.320063
38.0,-122.2593135,38.1731115
39.0,-122.3110855,38.329613
35.0,-122.2909845,38.284664
38.0,-122.2593135,38.1731115
37.0,-122.292735,38.320063
35.0,-122.292585,38.296564
38.0,-122.2565375,38.284514
31.0,-122.481741,38.4973085
36.0,-122.2606835,38.293364
30.0,-122.174139,38.4888795
33.0,-122.544593,38.639555
35.0,-122.2973305,38.284614
31.0,-122.523932,38.530758
34.0,-122.362638,38.4054645
35.0,-122.30391,38.284514
36.0,-122.2606835,38.293364
33.0,-122.544593,38.639555
34.0,-122.3003865,38.4225585
34.0,-122.362638,38.4054645
36.0,-122.270838,38.292814
37.0,-122.2885345,38.297914
36.0,-122.2649835,38.3085635
36.0,-122.2606835,38.293364
39.0,-122.322236,38.3151135
38.0,-122.225373,38.1838585
36.0,-122.280484,38.2897645
38.0,-122.246181,38.160268
36.0,-122.286484,38.298114
39.0,-122.3110855,38.329613
30.0,-122.2427835,38.3090135
37.0,-122.2719845,38.3372125
37.0,-122.2986355,38.332013
38.0,-122.232682,38.2358775
32.0,-122.4051885,38.330863
38.0,-122.225373,38.1838585
34.0,-122.369848,38.3875355
32.0,-122.3061795,38.292214
35.0,-122.2909845,38.284664
36.0,-122.2694335,38.2858635
39.0,-122.3110985,38.3415625
39.0,-122.3110985,38.3415625
31.0,-122.467504,38.4945765
39.0,-122.3110985,38.3415625
35.0,-122.2904345,38.289114
32.0,-122.305581,38.288951
34.0,-122.362638,38.4054645
31.0,-122.4515405,38.505879
34.0,-122.336237,38.3756615
32.0,-122.3061795,38.292214
35.0,-122.2882195,38.2920545
31.0,-122.4605405,38.5338575
36.0,-122.2606835,38.293364
37.0,-122.303585,38.318063
32.0,-122.4051885,38.330863
36.0,-122.2606835,38.293364
37.0,-122.2819185,38.304744
34.0,-122.377238,38.3833115
39.0,-122.322236,38.3151135
30.0,-122.1773815,38.3344625
38.0,-122.2593135,38.1731115
37.0,-122.292735,38.320063
33.0,-122.2847405,38.688076
39.0,-122.3338865,38.329713
36.0,-122.286484,38.298114
35.0,-122.298069,38.2911965
31.0,-122.485091,38.5392075
37.0,-122.2719845,38.3372125
35.0,-122.302785,38.270965
32.0,-122.3273855,38.3096635
38.0,-122.2593135,38.1731115
37.0,-122.2992395,38.303664
39.0,-122.325286,38.321913
34.0,-122.3555875,38.400511
31.0,-122.479543,38.510608
36.0,-122.273234,38.305114
36.0,-122.2606835,38.293364
32.0,-122.3188355,38.293714
33.0,-122.254009,38.579556
31.0,-122.523932,38.530758
39.0,-122.325286,38.321913
37.0,-122.263634,38.330463
32.0,-122.356387,38.292416
39.0,-122.3168855,38.324663
39.0,-122.3338865,38.329713
30.0,-122.259584,38.3514125
31.0,-122.4657405,38.511958
32.0,-122.31314,38.3093635
34.0,-122.336237,38.3756615
35.0,-122.302785,38.270965
35.0,-122.2904345,38.289114
36.0,-122.273234,38.305114
38.0,-122.2833325,38.181725
32.0,-122.3188355,38.293714
39.0,-122.3338865,38.329713
37.0,-122.2895875,38.303864
34.0,-122.369848,38.3875355
30.0,-122.259584,38.3514125
33.0,-122.2847405,38.688076
30.0,-122.1773815,38.3344625
33.0,-122.474341,38.601065
34.0,-122.3003865,38.4225585
35.0,-122.30391,38.284514
31.0,-122.397552,38.460159
38.0,-122.2694235,38.2687645
38.0,-122.29532,38.2539155
36.0,-122.2606835,38.293364
31.0,-122.3744885,38.548707
37.0,-122.2812845,38.3174635
39.0,-122.3168855,38.324663
34.0,-122.314436,38.3761115
33.0,-122.42744,38.615055
37.0,-122.2719845,38.3372125
37.0,-122.263634,38.330463
30.0,-122.1355815,38.4137595
34.0,-122.388088,38.360662
39.0,-122.325286,38.321913
