,SEX,VEH,SEX_S,AGE_index,AGE_S_index,PINCP_index,PINCP_S_index
11175,1,1,2,9,9,7,3
11176,1,0,1,13,11,6,4
11177,1,2,2,21,20,8,8
11178,2,2,1,11,9,7,4
11179,2,0,1,10,10,6,5
11180,1,0,2,10,10,8,5
11181,2,0,1,9,10,7,6
11182,1,2,2,18,8,8,1
11183,2,0,1,8,10,5,1
11184,1,1,2,9,9,5,4
11185,2,0,1,9,9,5,4
11186,2,1,1,16,10,5,2
11187,1,2,2,11,11,8,3
11188,1,0,2,13,13,6,5
11189,1,1,2,11,10,8,8
11190,1,1,2,11,10,8,7
11191,1,1,2,8,13,3,1
11192,2,0,1,13,13,8,6
11193,1,0,2,11,11,8,2
11194,1,1,2,20,17,8,8
11195,1,1,2,9,9,4,4
11196,1,0,1,8,8,3,3
11197,1,0,2,10,9,6,6
11198,1,1,2,13,11,8,8
11199,2,1,1,19,19,6,3
11200,1,2,2,21,16,4,1
11201,1,0,2,12,13,8,5
11202,1,1,2,9,9,8,1
11203,2,1,1,10,10,8,7
11204,2,2,1,13,13,5,3
11205,2,1,1,9,9,1,1
11206,1,1,2,9,10,8,8
11207,1,1,2,9,9,8,8
11208,1,2,2,11,10,8,6
11209,2,1,2,10,9,6,5
11210,1,1,2,10,9,6,5
11211,2,2,1,17,16,7,6
11212,1,1,1,9,9,7,6
11213,1,0,2,10,11,7,1
11214,2,1,1,10,10,5,3
11215,1,2,2,12,11,8,8
11216,1,1,2,20,15,8,1
11217,2,1,2,8,8,5,2
11218,2,2,1,14,15,8,7
11219,2,0,1,11,9,5,3
11220,1,1,2,14,14,8,1
11221,1,0,2,10,10,8,8
11222,2,0,1,11,11,8,6
11223,2,2,1,13,11,8,8
11224,2,2,2,13,15,7,6
11225,1,1,1,10,11,8,8
11226,1,1,2,10,10,6,4
11227,2,2,1,12,14,8,8
11228,1,2,2,12,11,8,7
11229,2,1,2,9,11,7,2
11230,2,1,1,9,9,8,8
11231,2,1,1,14,14,7,6
11232,2,1,2,10,11,8,6
11233,2,1,2,14,13,8,5
11234,1,2,2,9,9,8,8
11235,1,1,2,14,13,8,5
11236,2,1,2,12,12,8,6
11237,2,2,1,14,15,8,2
11238,1,1,1,15,8,6,4
11239,2,1,2,9,8,6,3
11240,1,0,2,10,10,8,8
11241,1,2,1,9,9,8,6
11242,1,2,1,14,16,6,5
11243,1,2,2,17,13,6,4
11244,1,0,2,9,10,3,1
11245,1,1,2,8,8,4,3
11246,1,2,2,13,10,8,8
11247,1,2,2,21,19,8,8
11248,2,1,2,13,12,5,1
11249,2,1,1,17,14,2,1
11250,1,1,2,15,14,4,2
11251,2,0,1,15,13,3,3
11252,1,2,1,10,19,4,1
11253,1,1,2,9,9,6,1
11254,1,1,2,22,21,8,4
11255,2,2,1,15,15,8,8
11256,1,1,2,11,10,8,8
11257,1,2,1,9,9,8,8
11258,2,1,1,11,12,8,8
11259,2,0,1,14,15,3,3
11260,1,0,2,9,9,6,5
11261,2,1,1,11,11,5,5
11262,1,1,2,9,10,8,8
11263,1,0,2,15,15,4,2
11264,2,0,1,9,9,6,4
11265,1,1,2,10,10,8,8
11266,1,2,2,10,10,8,8
11267,1,2,2,10,8,4,3
11268,1,0,2,9,9,7,5
11269,1,1,2,10,10,8,5
11270,2,1,1,10,12,6,6
11271,2,2,1,9,9,8,7
11272,1,2,2,10,10,8,8
11273,2,1,1,8,10,4,1
11274,2,2,2,17,16,8,6
11275,1,2,2,17,15,8,8
11276,1,0,2,10,10,8,7
11277,1,0,2,10,10,8,6
11278,2,1,1,10,11,8,2
11279,1,0,2,11,11,8,8
11280,1,0,2,14,13,8,8
11281,1,1,2,8,9,4,2
11282,1,0,2,18,14,4,3
11283,1,2,2,10,10,6,5
11284,1,2,2,11,12,8,4
11285,2,0,1,9,9,4,1
11286,1,0,2,12,12,8,5
11287,1,1,2,13,11,8,8
11288,2,1,1,11,11,6,5
11289,2,1,2,9,10,8,8
11290,1,0,2,15,15,8,6
11291,2,1,2,12,15,8,6
11292,1,1,2,10,9,8,8
11293,1,1,1,10,10,5,5
11294,2,2,1,10,10,8,5
11295,1,2,2,21,21,8,5
11296,2,2,2,10,10,6,6
11297,2,1,1,9,10,3,1
11298,1,1,1,9,9,8,7
11299,1,1,2,15,15,8,3
11300,2,1,1,11,12,8,7
11301,1,1,2,9,10,8,8
11302,1,0,1,8,8,8,8
11303,2,0,2,9,9,8,7
11304,1,2,2,20,15,8,6
11305,1,1,1,9,8,6,5
11306,1,2,2,9,9,8,4
11307,2,1,1,12,12,8,5
11308,1,0,2,10,9,8,5
11309,1,1,2,11,11,8,1
11310,2,2,2,10,10,8,8
11311,1,0,1,10,14,5,1
11312,1,1,2,11,10,8,7
11313,1,1,1,9,9,8,6
11314,1,2,2,18,16,8,4
11315,1,0,2,10,8,8,1
11316,1,1,2,10,10,8,7
11317,2,1,1,17,17,7,6
11318,2,1,1,9,9,6,3
11319,2,2,2,9,9,8,7
11320,2,1,1,16,16,8,8
11321,1,1,1,16,15,8,4
11322,1,1,2,10,10,7,6
11323,2,1,1,10,9,8,8
11324,1,2,2,10,10,8,7
11325,2,0,2,9,9,8,8
11326,2,0,1,11,11,8,8
11327,1,0,2,9,8,6,3
11328,1,0,1,15,12,4,1
11329,2,0,2,8,9,5,5
11330,2,0,2,9,9,8,6
11331,1,1,2,10,9,8,8
11332,1,0,2,12,10,3,3
11333,2,2,1,10,10,8,5
11334,1,0,2,8,8,2,2
11335,1,1,2,10,9,8,6
11336,2,3,1,9,9,8,4
11337,2,2,1,9,9,7,6
11338,1,1,2,10,10,8,4
11339,1,1,2,18,16,5,2
11340,2,1,1,15,14,7,5
11341,1,2,1,9,9,8,8
11342,1,1,2,9,9,8,6
11343,1,1,2,11,10,8,4
11344,2,1,1,10,12,8,8
11345,2,0,2,11,11,6,3
11346,1,0,1,9,9,8,6
11347,1,1,1,8,12,8,8
11348,2,0,1,10,11,7,7
11349,1,1,2,13,11,8,8
11350,2,1,1,9,10,6,5
11351,2,1,1,11,12,8,8
11352,1,0,2,10,10,8,5
11353,2,1,1,10,9,6,5
11354,2,1,2,9,9,6,5
11355,1,1,2,9,9,8,6
11356,1,1,2,9,9,8,8
11357,1,1,1,10,10,8,3
11358,2,2,1,17,17,7,6
11359,2,1,1,9,9,8,2
11360,1,2,2,11,11,8,7
11361,1,0,2,9,9,8,3
11362,1,1,2,10,9,8,3
11363,2,2,1,17,12,6,3
11364,2,1,1,10,14,8,7
11365,1,1,2,14,14,6,4
11366,1,1,2,11,11,8,6
11367,1,1,2,10,11,8,8
11368,1,1,2,14,11,5,3
11369,2,2,1,12,12,8,8
11370,2,2,1,11,10,8,3
11371,1,1,2,10,10,8,7
11372,1,2,2,10,9,8,8
11373,2,0,2,8,8,8,5
11374,1,1,2,11,10,8,8
11375,2,1,1,10,10,7,6
11376,1,1,2,9,8,8,8
11377,1,0,2,9,9,8,6
11378,2,1,1,9,9,8,8
11379,1,1,2,12,10,8,8
11380,2,1,2,10,10,8,8
11381,1,1,2,14,14,7,6
11382,2,1,1,9,9,8,8
11383,1,2,1,10,9,8,7
11384,1,0,2,9,9,8,4
11385,1,1,2,15,15,5,5
11386,1,1,2,11,9,8,5
11387,2,1,1,9,9,8,8
11388,1,2,2,10,10,8,3
11389,2,2,1,11,11,6,4
11390,1,0,1,8,8,8,8
11391,2,1,2,9,9,8,4
11392,2,2,1,10,10,8,8
11393,2,2,1,10,9,8,5
11394,1,1,2,11,10,8,5
11395,1,2,1,9,11,7,5
11396,1,1,2,9,10,7,6
11397,1,0,2,9,8,5,3
11398,1,3,2,10,9,8,8
11399,2,2,2,9,8,8,5
11400,1,1,2,9,9,8,8
11401,2,2,2,9,9,8,6
11402,1,1,2,13,15,8,8
11403,1,2,1,9,9,8,7
11404,2,2,1,17,16,8,3
11405,2,2,1,9,9,8,8
11406,1,6,2,12,12,6,2
11407,2,1,2,12,12,8,6
11408,2,0,1,9,10,6,3
11409,1,0,2,9,9,7,7
11410,1,2,1,9,9,8,5
11411,1,1,2,10,9,8,1
11412,2,2,1,20,21,6,6
11413,2,1,1,10,10,8,6
11414,1,1,2,10,9,8,8
11415,1,1,2,13,12,8,6
11416,2,0,2,6,16,1,1
11417,1,1,2,9,9,8,5
11418,1,2,1,13,13,8,6
11419,2,1,1,12,12,6,5
11420,2,1,1,18,19,8,8
11421,1,0,2,13,13,7,4
11422,1,1,2,12,12,8,8
11423,1,1,2,17,16,8,3
11424,1,1,1,14,15,8,8
11425,2,0,2,9,9,1,1
11426,2,1,1,13,12,8,8
11427,1,2,2,17,14,8,6
11428,1,2,2,10,9,8,8
11429,1,1,2,10,10,8,8
11430,1,1,2,10,9,8,4
11431,1,1,2,11,8,8,3
11432,2,0,2,14,12,5,3
11433,1,1,2,10,10,8,8
11434,2,2,1,9,9,8,5
11435,1,1,1,9,9,6,6
11436,1,0,1,11,13,8,5
11437,2,1,1,10,10,8,8
11438,1,2,1,10,10,8,7
11439,1,1,1,9,9,8,4
11440,1,0,2,9,9,6,6
11441,1,1,2,9,9,8,3
11442,2,2,2,12,12,8,8
11443,1,2,2,11,11,8,8
11444,1,1,2,10,11,8,8
11445,1,1,2,14,12,5,5
11446,1,0,2,15,14,8,1
11447,1,1,2,10,10,8,4
11448,2,2,1,18,20,3,3
11449,2,2,2,9,9,7,6
11450,1,1,1,12,9,5,4
11451,2,0,1,12,13,2,2
11452,1,1,2,11,10,8,8
11453,1,1,2,9,9,6,5
11454,1,0,1,9,16,6,1
11455,1,1,2,19,18,5,3
11456,1,0,2,8,13,3,3
11457,2,1,1,14,14,8,8
11458,2,1,1,14,18,6,5
11459,1,1,2,9,9,8,6
11460,1,1,2,10,10,8,6
11461,1,3,1,10,11,7,7
11462,1,0,2,19,16,3,2
11463,1,1,2,10,10,8,5
11464,2,2,2,8,8,8,6
11465,1,2,2,11,10,8,8
11466,1,1,1,9,9,4,3
11467,2,0,2,9,9,1,1
11468,2,2,2,9,9,8,5
11469,1,0,1,10,10,8,8
11470,1,1,2,11,10,8,8
11471,1,0,1,9,9,8,4
11472,2,2,1,11,9,8,8
11473,1,1,2,9,8,8,3
11474,1,1,2,10,9,8,8
11475,2,0,1,10,9,8,5
11476,1,0,2,13,14,8,8
11477,2,1,1,10,10,6,1
11478,1,0,2,17,15,3,1
11479,2,0,1,10,9,8,7
11480,2,0,2,9,8,6,6
11481,2,0,1,8,9,5,1
11482,2,0,2,6,7,6,4
11483,2,0,2,10,10,8,8
11484,1,3,2,12,18,7,5
11485,1,2,2,10,10,8,7
11486,2,0,2,12,12,6,5
11487,1,2,2,18,17,8,6
11488,2,0,1,10,10,6,5
11489,2,2,1,10,10,8,4
11490,1,3,2,11,11,8,8
11491,2,1,1,11,11,6,6
11492,2,2,2,9,9,5,4
11493,2,1,2,9,9,5,5
11494,2,1,1,10,11,8,8
11495,2,1,1,15,17,8,4
11496,2,2,1,10,9,8,5
11497,1,1,2,18,13,8,3
11498,1,2,2,18,18,8,8
11499,1,1,2,9,9,8,7
11500,1,1,2,19,17,8,8
11501,1,2,2,14,13,3,3
11502,1,1,2,9,9,8,8
11503,2,1,1,14,14,8,8
11504,1,1,2,10,10,8,8
11505,2,1,1,9,9,8,6
11506,2,2,1,13,15,2,2
11507,1,1,1,13,11,8,4
11508,1,2,1,12,11,4,3
11509,2,1,2,13,15,8,8
11510,1,1,2,14,14,3,3
11511,1,1,2,9,10,8,6
11512,2,2,1,9,10,5,5
11513,1,1,2,9,9,6,5
11514,2,1,1,9,10,6,5
11515,2,1,1,9,10,5,3
11516,2,1,1,11,12,8,3
11517,1,2,2,15,15,8,8
11518,1,1,2,9,9,8,6
11519,2,2,2,14,8,3,1
11520,2,1,1,9,10,8,7
11521,2,2,1,18,17,8,8
11522,2,0,1,10,11,8,6
11523,1,1,2,11,11,8,1
11524,1,0,1,14,12,8,2
11525,1,1,2,13,13,8,8
11526,1,1,2,10,10,8,3
11527,1,2,2,10,9,8,8
11528,2,2,1,13,11,8,8
11529,2,0,1,11,11,5,4
11530,2,2,1,10,9,8,7
11531,1,1,2,10,10,8,8
11532,2,2,2,8,8,6,5
11533,2,0,1,11,11,6,5
11534,1,1,2,17,16,4,4
11535,1,0,2,11,10,8,8
11536,1,2,1,8,9,7,4
11537,2,1,1,9,10,8,6
11538,2,2,1,11,10,8,8
11539,2,1,2,17,14,6,6
11540,1,0,1,12,14,6,5
11541,2,1,1,11,11,8,8
11542,2,2,1,11,11,8,5
11543,1,2,2,10,10,8,8
11544,1,1,2,11,10,6,1
11545,1,1,2,14,14,8,5
11546,1,0,2,10,10,8,4
11547,1,1,2,10,9,8,6
11548,1,0,2,10,9,8,6
11549,1,1,2,9,9,6,6
11550,1,0,1,10,10,4,3
11551,2,0,1,10,11,8,6
11552,2,0,1,14,13,5,3
11553,2,1,1,9,10,8,8
11554,2,0,1,10,10,8,6
11555,2,1,1,15,8,4,1
11556,2,1,1,10,10,8,8
11557,1,2,2,17,17,8,2
11558,1,1,2,14,14,8,3
11559,2,1,2,9,10,8,6
11560,2,0,1,10,10,8,1
11561,2,1,1,10,11,8,8
11562,1,2,2,14,13,7,6
11563,2,1,2,9,9,8,8
11564,1,2,2,17,16,8,8
11565,1,0,2,19,15,8,4
11566,1,0,2,13,15,6,1
11567,2,0,1,9,9,5,3
11568,1,0,2,10,10,8,6
11569,1,0,1,9,9,6,5
11570,1,1,2,12,13,8,8
11571,1,1,1,10,8,8,8
11572,2,1,2,8,8,3,2
11573,1,0,2,13,12,4,3
11574,1,1,2,9,8,5,4
11575,1,2,1,10,10,8,8
11576,1,2,1,8,9,8,6
11577,1,1,2,11,10,8,8
11578,1,1,2,10,10,8,5
11579,1,0,2,16,15,8,5
11580,1,1,2,11,11,8,8
11581,1,0,2,10,8,6,3
11582,2,1,1,9,9,7,6
11583,1,3,1,12,12,8,8
11584,1,2,2,22,21,8,8
11585,1,2,2,11,10,7,6
11586,1,0,2,11,10,8,8
11587,2,2,1,11,12,8,8
11588,2,2,2,11,10,8,8
11589,1,1,2,15,15,6,5
11590,1,2,2,19,19,8,8
11591,1,0,1,9,9,5,5
11592,1,1,2,9,21,5,3
11593,2,1,2,9,9,8,7
11594,1,2,2,9,9,8,6
11595,2,1,1,9,11,8,4
11596,1,1,2,11,11,8,8
11597,1,0,2,6,6,2,1
11598,2,1,1,15,10,3,3
11599,2,0,2,9,9,6,5
11600,1,2,1,9,10,8,8
11601,1,1,2,9,9,6,6
11602,2,1,1,10,12,8,5
11603,1,1,2,9,10,8,3
11604,2,1,1,10,13,8,5
11605,2,1,2,9,9,8,6
11606,1,0,2,9,10,8,8
11607,1,1,2,17,16,8,8
11608,1,0,1,9,9,5,3
11609,1,0,2,13,13,6,5
11610,1,1,2,10,9,8,8
11611,1,1,2,17,16,8,8
11612,2,1,1,9,9,8,4
11613,1,2,2,9,9,8,7
11614,2,0,1,9,9,7,5
11615,1,2,1,11,10,7,6
11616,1,2,2,14,13,8,2
11617,2,0,1,10,9,7,3
11618,1,2,2,10,10,8,8
11619,1,2,2,11,9,8,6
11620,2,1,1,20,5,6,3
11621,2,0,1,12,11,7,6
11622,1,0,2,11,12,8,3
11623,2,1,1,11,10,4,3
11624,1,0,2,15,15,5,3
11625,1,2,2,18,17,8,2
11626,2,2,1,17,15,8,7
11627,2,1,2,15,11,2,1
11628,1,1,2,11,11,8,8
11629,1,1,2,13,13,8,6
11630,2,1,2,9,9,7,4
11631,2,1,1,10,10,8,8
11632,2,2,1,9,9,8,8
11633,2,1,1,9,9,8,6
11634,1,2,2,10,10,8,7
11635,2,1,2,9,9,7,6
11636,1,2,2,11,11,8,8
11637,2,2,1,16,15,6,6
11638,2,0,1,10,10,8,8
11639,1,0,2,9,9,5,3
11640,2,2,2,8,9,6,6
11641,1,2,2,9,9,8,6
11642,2,0,1,9,9,6,4
11643,2,1,1,10,11,6,6
11644,1,2,2,9,9,8,6
11645,1,1,2,10,10,8,4
11646,2,3,1,13,13,5,5
11647,2,0,2,8,9,5,4
11648,1,0,2,13,13,8,5
11649,1,2,2,15,15,8,5
11650,2,1,1,18,18,5,3
11651,2,1,1,14,14,8,8
11652,1,1,1,9,8,8,8
11653,2,1,2,10,10,8,4
11654,2,2,1,12,12,8,8
11655,2,1,1,8,9,5,5
11656,1,1,2,15,14,8,5
11657,1,1,2,10,10,8,7
11658,1,0,2,17,15,2,1
11659,2,1,2,9,10,6,5
11660,2,1,2,8,8,7,7
11661,2,0,1,13,16,7,3
11662,1,0,2,9,8,6,5
11663,2,3,2,9,9,8,6
11664,2,1,1,10,12,8,8
11665,1,0,2,12,11,8,3
11666,1,2,2,17,17,8,8
11667,1,1,2,9,9,8,8
11668,1,1,2,10,10,6,3
11669,1,0,2,10,8,3,2
11670,2,1,1,9,9,6,3
11671,1,2,2,12,13,8,5
11672,2,0,1,10,11,8,4
11673,1,2,1,10,9,6,5
11674,1,0,1,11,10,2,2
11675,1,1,2,15,14,8,6
11676,1,2,2,13,10,8,5
11677,2,0,1,10,10,4,4
11678,2,2,1,10,10,8,7
11679,2,2,2,15,17,8,6
11680,1,1,2,10,10,7,5
11681,1,0,1,13,10,8,1
11682,2,2,1,14,13,8,8
11683,1,2,2,14,13,3,3
11684,1,0,1,15,16,5,1
11685,2,0,1,9,9,8,8
11686,1,2,2,15,14,8,8
11687,1,3,2,10,9,6,5
11688,2,2,1,10,10,8,6
11689,1,1,1,13,12,8,8
11690,2,1,1,10,10,5,5
11691,1,2,2,11,10,8,8
11692,1,0,2,10,10,5,2
11693,1,1,2,10,9,8,1
11694,1,1,2,13,9,7,3
11695,1,1,2,15,15,4,4
11696,1,1,2,10,10,8,7
11697,1,1,2,12,10,4,3
11698,2,0,2,11,10,8,2
11699,2,1,1,12,11,8,8
11700,1,0,2,9,9,7,6
11701,2,2,1,11,11,8,8
11702,1,2,2,11,11,8,8
11703,1,2,2,11,10,8,8
11704,2,1,1,14,15,8,6
11705,2,0,1,5,8,2,1
11706,1,0,2,8,9,8,8
11707,1,1,1,13,13,6,5
11708,1,1,2,11,10,8,8
11709,2,1,1,11,12,6,6
11710,2,0,1,12,12,8,8
11711,1,1,2,9,8,1,1
11712,2,1,1,13,12,8,3
11713,1,1,2,14,15,5,3
11714,1,2,2,10,10,8,8
11715,1,1,2,10,10,8,6
11716,1,1,2,13,11,3,2
11717,2,1,2,18,16,8,5
11718,2,2,1,10,10,8,7
11719,1,2,2,19,18,7,7
11720,1,2,2,11,11,8,8
11721,1,1,1,9,8,8,5
11722,1,2,2,9,10,6,3
11723,1,1,1,15,13,6,5
11724,1,1,2,11,11,8,8
11725,2,0,1,9,9,8,4
11726,1,1,1,12,12,3,3
11727,1,2,2,13,12,8,4
11728,2,2,1,12,10,8,8
11729,1,1,2,10,10,8,3
11730,1,0,2,15,9,3,1
11731,2,3,1,10,11,6,5
11732,1,1,1,9,9,6,2
11733,1,1,2,9,9,5,4
11734,1,0,2,8,8,5,1
11735,1,1,2,13,11,8,3
11736,1,2,2,11,12,8,8
11737,1,1,2,12,12,8,8
11738,2,0,1,9,9,7,6
11739,1,1,2,12,13,8,1
11740,1,1,2,10,11,8,7
11741,1,0,1,10,9,7,6
11742,1,1,2,11,11,8,8
11743,2,1,1,9,10,5,5
11744,1,0,2,10,8,6,4
11745,2,2,1,15,15,8,8
11746,1,1,2,11,12,8,4
11747,1,2,1,10,10,8,7
11748,1,1,2,10,10,8,8
11749,2,1,1,9,9,8,8
11750,2,2,1,10,10,8,8
11751,2,0,1,13,13,6,6
11752,1,2,2,17,16,8,3
11753,1,1,2,11,11,8,8
11754,1,1,2,11,10,8,2
11755,1,0,1,14,12,8,8
11756,1,1,2,9,9,6,1
11757,1,2,1,10,11,8,2
11758,2,1,1,14,16,8,8
11759,1,1,2,9,9,8,4
11760,2,0,2,10,9,8,4
11761,2,2,1,10,9,8,2
11762,1,2,2,11,10,6,1
11763,2,1,1,10,9,8,8
11764,1,0,2,9,9,8,3
11765,1,2,1,13,15,8,8
11766,1,1,2,11,10,8,8
11767,1,0,1,12,11,8,2
11768,1,0,2,10,10,7,6
11769,1,0,2,11,9,8,8
11770,1,1,2,11,10,8,8
11771,1,2,1,12,12,8,8
11772,2,2,1,10,10,8,7
11773,1,1,2,11,12,8,8
11774,1,1,2,14,13,6,1
11775,2,2,1,11,12,8,8
11776,1,2,2,11,10,8,8
11777,1,0,2,9,9,8,8
11778,2,1,1,12,12,8,8
11779,1,1,1,11,12,8,5
11780,1,1,2,10,10,8,8
11781,1,1,2,10,9,8,6
11782,1,1,2,10,9,8,5
11783,1,3,1,11,11,8,8
11784,1,3,1,17,14,8,8
11785,1,1,1,16,9,8,4
11786,1,1,2,9,9,6,1
11787,1,3,1,15,14,8,4
11788,2,1,1,10,10,8,8
11789,1,1,2,9,10,8,8
11790,1,1,2,12,10,8,6
11791,1,3,2,12,12,8,4
11792,1,1,2,12,12,7,5
11793,1,1,2,10,10,8,8
11794,1,2,2,10,10,8,8
11795,2,0,1,19,20,4,3
11796,1,1,2,9,9,8,4
11797,1,0,2,9,9,4,3
11798,1,1,2,10,10,8,8
11799,1,1,2,13,13,8,8
11800,2,1,1,13,14,6,1
11801,2,0,2,14,6,6,1
11802,2,3,1,11,12,8,5
11803,1,1,2,9,10,8,8
11804,1,1,2,10,10,8,5
11805,1,0,2,9,9,8,5
11806,1,1,2,9,9,8,8
11807,1,2,1,14,11,8,8
11808,1,0,2,11,11,8,8
11809,1,1,2,11,9,8,5
11810,2,0,1,11,10,8,5
11811,2,0,1,6,7,3,2
11812,1,0,1,15,20,5,4
11813,1,0,1,11,10,8,5
11814,2,1,2,11,8,8,4
11815,1,0,1,9,11,7,7
11816,1,2,2,13,11,8,4
11817,1,0,2,9,9,8,8
11818,1,1,2,11,10,8,8
11819,1,2,1,17,15,8,8
11820,2,1,1,10,10,5,4
11821,1,1,1,10,12,6,6
11822,1,1,2,10,10,8,8
11823,1,1,2,11,9,8,7
11824,1,0,2,9,8,3,1
11825,2,4,1,10,11,4,3
11826,2,1,1,9,9,5,3
11827,2,2,1,11,10,8,8
11828,1,0,2,17,13,4,3
11829,1,0,2,10,10,8,8
11830,1,1,1,11,13,8,8
11831,1,0,1,16,11,8,4
11832,1,0,2,10,10,4,2
11833,2,0,2,10,9,6,5
11834,1,1,2,10,11,8,8
11835,2,0,1,10,11,4,2
11836,1,1,2,13,13,5,5
11837,1,1,2,10,11,8,6
11838,2,1,2,8,8,7,6
11839,2,1,1,11,11,8,6
11840,2,2,1,13,15,5,5
11841,2,0,1,9,9,5,3
11842,2,0,2,8,8,2,1
11843,1,1,2,11,9,8,6
11844,2,0,1,13,14,3,2
11845,1,1,1,12,14,8,8
11846,1,0,2,11,12,8,6
11847,1,2,1,13,13,8,6
11848,2,1,1,11,12,8,8
11849,1,1,2,9,9,8,6
11850,1,2,1,9,9,6,4
11851,1,1,1,12,10,8,6
11852,2,1,1,10,13,6,4
11853,1,0,2,10,13,5,1
11854,2,2,1,14,13,8,5
11855,2,0,2,6,9,5,5
11856,1,1,2,11,11,8,6
11857,1,0,2,8,7,3,1
11858,1,2,2,13,13,8,8
11859,1,2,2,9,9,8,6
11860,1,2,2,10,13,5,2
11861,2,2,1,10,11,8,6
11862,1,2,2,10,10,8,6
11863,1,1,2,11,9,8,8
11864,1,0,2,11,10,7,5
11865,1,2,1,9,9,6,4
11866,1,1,2,11,11,8,3
11867,2,1,1,9,9,5,2
11868,1,0,2,9,8,4,4
11869,1,1,1,12,13,8,5
11870,1,1,1,9,9,8,7
11871,2,1,1,9,9,4,4
11872,1,2,2,10,10,5,3
11873,1,0,1,11,9,2,2
11874,1,1,2,10,9,8,6
11875,1,2,1,9,9,8,6
11876,1,2,2,9,9,8,8
11877,1,1,2,10,9,8,1
11878,2,1,1,10,12,7,6
11879,2,1,2,20,18,4,1
11880,2,1,1,15,15,7,1
11881,1,3,2,13,13,8,8
11882,2,2,2,10,10,8,7
11883,2,0,1,11,11,3,2
11884,1,0,2,10,9,7,6
11885,1,0,2,13,15,6,1
11886,2,1,1,11,11,7,7
11887,2,1,1,10,12,8,8
11888,1,0,1,8,5,3,2
11889,2,2,1,10,10,8,8
11890,2,1,1,11,11,8,8
11891,1,1,1,12,12,5,4
11892,1,1,2,9,9,6,4
11893,1,1,2,10,10,8,8
11894,1,0,1,8,9,2,1
11895,1,1,2,10,13,8,8
11896,1,1,2,8,8,6,5
11897,1,2,2,9,9,8,6
11898,1,1,2,13,14,5,4
11899,2,1,1,11,10,8,8
11900,2,1,2,10,10,3,1
11901,1,1,1,10,9,8,8
11902,1,3,2,10,10,8,6
11903,1,0,1,13,13,8,5
11904,2,2,1,9,9,7,5
11905,2,1,2,9,10,8,7
11906,1,0,2,17,14,3,1
11907,1,2,2,11,11,8,6
11908,2,2,1,12,12,7,3
11909,1,6,2,15,15,8,6
11910,1,1,2,12,11,8,8
11911,1,1,2,12,11,6,3
11912,1,1,2,8,8,5,5
11913,2,0,2,8,7,3,3
11914,2,2,2,13,13,8,1
11915,1,1,2,14,14,3,3
11916,1,0,2,9,9,8,4
11917,2,2,1,9,10,8,3
11918,1,2,1,9,9,8,8
11919,1,2,2,11,10,8,8
11920,1,1,2,11,11,8,3
11921,1,1,2,8,6,7,3
11922,1,0,1,9,9,6,6
11923,1,0,1,13,12,6,2
11924,1,0,1,10,10,8,6
11925,2,0,1,11,11,1,1
11926,2,0,1,9,10,4,1
11927,1,1,2,10,11,8,8
11928,1,0,2,10,10,8,6
11929,1,0,2,9,11,8,6
11930,2,2,2,9,9,7,3
11931,1,1,2,11,10,7,7
11932,1,1,2,10,9,8,4
11933,1,2,2,10,10,8,8
11934,1,1,1,12,11,8,5
11935,1,2,2,11,12,8,6
11936,1,2,2,12,10,8,8
11937,2,0,1,15,15,8,8
11938,1,1,2,10,10,8,5
11939,1,1,2,11,12,8,8
11940,1,0,1,10,9,5,5
11941,2,1,1,9,10,8,5
11942,1,1,2,10,10,8,8
11943,1,1,2,14,13,3,2
11944,2,2,1,8,8,3,2
11945,1,0,1,10,9,8,3
11946,1,0,2,19,13,6,4
11947,1,1,1,11,11,8,8
11948,2,2,1,10,10,8,6
11949,2,1,1,11,12,8,8
11950,1,2,2,10,11,7,5
11951,2,2,1,14,14,6,5
11952,1,0,1,8,8,4,4
11953,1,0,2,11,10,8,8
11954,2,1,2,9,9,8,6
11955,1,2,1,11,12,8,8
11956,2,0,1,11,11,8,6
11957,2,1,1,13,9,5,4
11958,1,0,2,9,9,8,6
11959,1,1,2,11,8,2,2
11960,1,2,1,13,11,8,8
11961,1,0,1,13,7,4,3
11962,1,1,1,10,9,8,5
11963,2,1,2,13,13,8,6
11964,1,1,1,13,12,8,8
11965,2,0,1,12,11,6,4
11966,2,1,1,11,11,8,8
11967,1,2,2,8,9,8,8
11968,1,1,2,9,9,8,8
11969,2,2,1,13,14,8,8
11970,2,2,1,14,14,8,5
11971,1,2,1,14,15,8,6
11972,1,1,1,9,8,7,2
11973,1,0,2,9,9,8,3
11974,1,2,1,12,12,8,8
11975,1,2,2,11,11,8,8
11976,2,2,1,10,11,8,8
11977,2,1,2,14,20,8,8
11978,1,2,2,12,11,8,8
11979,2,2,1,11,12,8,8
11980,1,0,2,9,9,8,6
11981,2,1,1,15,17,8,1
11982,1,0,2,20,19,2,2
11983,2,1,1,12,11,8,6
11984,1,1,2,12,12,8,8
11985,1,1,2,11,9,8,6
11986,1,0,2,10,10,4,3
11987,1,1,2,13,12,8,6
11988,1,1,2,10,9,8,5
11989,1,1,2,10,10,7,5
11990,1,1,2,21,16,6,6
11991,1,1,2,10,10,8,8
11992,1,2,2,8,9,7,3
11993,1,1,2,15,14,8,4
11994,2,1,1,17,18,8,8
