,SEX,VEH,SEX_S,AGE_index,AGE_S_index,PINCP_index,PINCP_S_index
19909,1,1,1,14,14,6,6
19910,1,3,1,11,11,8,8
19911,1,2,1,15,15,5,5
19912,1,2,1,10,10,8,8
19913,1,2,1,20,10,8,3
19914,1,2,1,20,10,8,3
19915,2,1,2,8,8,1,1
19916,2,1,2,12,12,4,4
19917,2,2,2,16,16,8,8
19918,2,2,2,10,10,6,4
19919,2,2,2,10,10,6,4
19920,1,2,2,14,14,8,4
19921,1,2,2,14,14,8,4
19922,2,2,1,11,5,4,1
19923,2,2,1,11,5,4,1
19924,2,1,2,9,9,3,3
19925,1,2,1,14,14,8,8
19926,1,2,1,16,16,8,8
19927,1,1,1,17,17,3,3
19928,2,0,2,10,10,5,5
19929,2,1,2,17,17,3,3
19930,2,3,1,14,14,8,8
19931,2,3,1,14,14,8,8
19932,1,2,1,9,9,6,6
19933,1,2,1,15,15,8,8
19934,1,2,2,15,15,5,5
19935,1,2,2,15,15,5,5
19936,2,1,2,10,10,4,4
19937,2,2,1,13,12,8,8
19938,2,2,1,13,12,8,8
19939,2,1,2,9,9,6,6
19940,2,2,2,14,13,6,6
19941,2,2,2,14,13,6,6
19942,1,2,2,10,9,8,8
19943,1,2,2,10,9,8,8
19944,2,2,1,15,9,8,4
19945,2,2,1,15,9,8,4
19946,2,2,1,15,15,8,7
19947,2,2,1,15,15,8,7
19948,1,1,1,14,14,8,8
19949,1,2,2,14,14,8,8
19950,1,2,2,14,14,8,8
19951,2,2,1,10,10,8,7
19952,2,2,1,10,10,8,7
19953,1,1,1,17,17,8,8
19954,1,1,1,16,16,4,4
19955,1,2,1,13,13,8,8
19956,1,2,2,13,13,8,6
19957,1,2,2,13,13,8,6
19958,2,2,1,8,7,5,5
19959,2,2,1,8,7,5,5
19960,2,2,1,15,9,8,6
19961,2,2,1,15,9,8,6
19962,1,1,1,13,13,7,7
19963,1,3,1,17,17,5,5
19964,1,1,2,8,8,4,1
19965,1,1,2,8,8,4,1
19966,2,2,2,14,14,8,8
19967,2,3,2,18,18,8,8
19968,1,3,1,13,13,6,6
19969,1,2,2,14,13,8,8
19970,1,2,2,14,13,8,8
19971,2,2,2,21,21,6,6
19972,1,3,1,10,10,8,8
19973,1,2,1,15,15,5,5
19974,1,2,1,17,17,8,8
19975,2,2,1,9,9,6,5
19976,2,2,1,9,9,6,5
19977,1,1,1,12,12,5,5
19978,1,2,1,12,12,1,1
19979,1,3,2,17,15,6,3
19980,1,3,2,17,15,6,3
19981,1,2,2,9,9,6,6
19982,1,2,2,9,9,6,6
19983,1,3,2,14,14,8,8
19984,1,3,2,14,14,8,8
19985,2,2,2,16,16,4,4
19986,2,2,1,9,9,4,4
19987,2,2,1,9,9,4,4
19988,1,1,1,10,10,3,3
19989,1,2,1,13,13,8,8
19990,2,1,2,15,15,6,6
19991,1,2,2,14,15,8,5
19992,1,2,2,14,15,8,5
19993,1,2,1,9,9,8,8
19994,2,1,2,11,11,4,4
19995,2,2,1,13,13,5,5
19996,2,2,1,13,13,5,5
19997,2,1,2,13,13,1,1
19998,1,1,1,10,10,8,8
19999,1,2,2,14,15,5,3
20000,1,2,2,14,15,5,3
20001,2,2,2,15,15,4,4
20002,2,1,2,13,13,4,4
20003,1,1,1,10,10,8,8
20004,2,2,2,15,5,4,1
20005,2,2,2,15,5,4,1
20006,1,2,1,14,14,7,7
20007,1,2,2,11,11,8,8
20008,1,2,2,11,11,8,8
20009,1,1,1,12,12,8,8
20010,1,2,2,13,14,8,5
20011,1,2,2,13,14,8,5
20012,2,2,1,11,12,8,6
20013,2,2,1,11,12,8,6
20014,2,3,2,10,10,4,4
20015,2,2,2,20,20,3,3
20016,1,3,1,13,13,5,5
20017,2,2,2,14,10,8,4
20018,2,2,2,14,10,8,4
20019,1,1,2,20,15,8,6
20020,1,1,2,20,15,8,6
20021,1,2,2,16,15,6,5
20022,1,2,2,16,15,6,5
20023,2,2,2,8,8,2,1
20024,2,2,2,8,8,2,1
20025,2,2,1,12,13,8,8
20026,2,2,1,12,13,8,8
20027,1,2,1,10,10,8,8
20028,1,2,1,17,17,8,8
20029,2,2,2,10,10,8,8
20030,1,1,1,22,22,8,8
20031,2,2,2,14,14,8,8
20032,2,1,2,12,12,5,5
20033,1,2,2,17,17,8,4
20034,1,2,2,17,17,8,4
20035,2,2,2,5,5,1,1
20036,2,2,1,11,10,6,1
20037,2,2,1,11,10,6,1
20038,1,2,2,18,17,8,8
20039,1,2,2,18,17,8,8
20040,2,0,1,9,10,1,1
20041,2,0,1,9,10,1,1
20042,2,2,1,16,17,8,3
20043,2,2,1,16,17,8,3
20044,1,0,1,10,10,7,7
20045,2,2,1,15,11,6,1
20046,2,2,1,15,11,6,1
20047,1,2,1,15,15,3,3
20048,2,2,1,8,8,6,5
20049,2,2,1,8,8,6,5
20050,1,2,1,11,11,7,6
20051,1,2,1,11,11,7,6
20052,2,2,2,16,16,4,4
20053,1,2,2,13,12,8,8
20054,1,2,2,13,12,8,8
20055,1,2,1,15,15,8,8
20056,1,2,1,14,14,5,5
20057,1,1,1,13,13,4,4
20058,2,1,2,13,13,8,8
20059,1,2,2,15,15,8,8
20060,1,2,2,15,15,8,8
20061,1,2,1,15,15,8,8
20062,1,1,2,15,14,8,3
20063,1,1,2,15,14,8,3
20064,1,2,2,14,14,7,5
20065,1,2,2,14,14,7,5
20066,1,2,1,13,13,8,8
20067,2,2,2,15,15,8,8
20068,1,0,1,15,15,1,1
20069,1,2,2,17,17,8,6
20070,1,2,2,17,17,8,6
20071,1,2,2,13,14,8,5
20072,1,2,2,13,14,8,5
20073,1,3,2,15,15,8,1
20074,1,3,2,15,15,8,1
20075,2,1,2,17,17,3,3
20076,2,0,1,15,7,4,1
20077,2,0,1,15,7,4,1
20078,2,2,2,16,16,7,7
20079,1,5,2,15,14,8,6
20080,1,5,2,15,14,8,6
20081,2,2,1,13,17,8,8
20082,2,2,1,13,17,8,8
20083,1,2,2,10,9,8,5
20084,1,2,2,10,9,8,5
20085,1,2,1,13,13,4,4
20086,2,2,2,13,13,8,8
20087,1,4,2,13,10,8,5
20088,1,4,2,13,10,8,5
20089,2,2,1,15,17,5,4
20090,2,2,1,15,17,5,4
20091,2,3,1,9,14,5,5
20092,2,3,1,9,14,5,5
20093,2,2,2,14,14,8,8
20094,2,1,2,19,19,5,5
20095,1,2,2,14,12,8,8
20096,1,2,2,14,12,8,8
20097,1,2,1,11,11,8,8
20098,1,2,1,15,15,1,1
20099,1,2,2,12,12,8,8
20100,1,2,2,12,12,8,8
20101,1,1,1,14,14,8,8
20102,1,1,1,12,12,7,7
20103,2,2,2,10,10,8,8
20104,1,3,2,12,13,5,3
20105,1,2,2,10,9,8,5
20106,1,1,2,9,9,5,1
20107,1,3,2,13,13,8,6
20108,1,1,2,14,19,8,6
20109,1,3,2,12,12,8,8
20110,1,3,2,17,15,8,8
20111,1,2,2,12,10,6,6
20112,2,0,1,9,9,6,1
20113,2,1,2,8,8,3,3
20114,1,2,2,10,9,8,2
20115,2,2,1,9,10,5,1
20116,2,1,1,17,15,5,2
20117,1,1,2,12,11,8,1
20118,1,2,2,10,9,8,4
20119,2,3,1,15,18,8,8
20120,1,0,1,8,8,1,1
20121,2,2,1,17,19,8,8
20122,1,1,2,17,15,4,4
20123,1,2,2,11,10,8,3
20124,2,2,1,9,9,5,2
20125,1,2,2,13,12,8,8
20126,1,2,1,8,7,2,1
20127,2,0,1,8,9,6,3
20128,1,2,2,9,9,8,6
20129,1,3,2,11,10,8,6
20130,1,2,2,18,15,7,1
20131,2,2,1,13,13,8,8
20132,2,2,1,10,9,8,5
20133,1,1,1,9,10,8,6
20134,1,3,2,15,13,8,8
20135,1,2,2,10,10,8,2
20136,1,2,2,13,14,8,8
20137,2,2,1,15,16,8,8
20138,2,2,1,15,15,8,8
20139,2,1,2,9,8,3,1
20140,1,2,2,12,14,8,8
20141,1,2,2,10,10,8,1
20142,1,2,1,10,9,6,5
20143,2,2,1,16,15,8,8
20144,1,1,2,9,9,8,3
20145,1,0,1,13,12,6,5
20146,1,2,2,9,9,3,1
20147,1,2,2,17,14,5,3
20148,1,2,2,19,15,8,2
20149,2,0,2,9,9,8,1
20150,1,1,2,16,17,8,8
20151,1,2,2,9,10,8,2
20152,1,2,2,10,10,8,8
20153,1,2,2,15,9,8,8
20154,2,2,1,14,15,5,4
20155,2,1,2,10,11,5,4
20156,1,3,2,11,10,8,8
20157,2,4,1,9,9,8,5
20158,1,1,2,14,14,5,5
20159,2,2,2,15,15,8,6
20160,1,2,2,10,10,7,6
20161,1,2,2,9,9,3,2
20162,2,2,1,17,17,8,4
20163,1,2,2,15,14,8,8
20164,2,2,1,10,10,7,6
20165,2,2,1,10,10,7,6
20166,2,2,1,9,10,4,4
20167,2,2,1,13,13,8,2
20168,2,2,1,13,13,5,5
20169,2,1,1,15,17,8,6
20170,1,3,2,18,16,6,6
20171,2,2,2,17,17,4,2
20172,1,3,1,9,9,4,3
20173,2,2,1,9,9,8,6
20174,2,2,1,11,12,6,5
20175,2,2,2,9,9,6,3
20176,2,2,2,9,10,6,5
20177,1,2,2,17,14,8,6
20178,2,3,1,14,15,8,8
20179,2,2,1,11,10,8,6
20180,2,2,1,10,11,8,8
20181,2,2,1,10,10,8,3
20182,1,3,2,10,9,7,3
20183,2,1,2,7,7,3,1
20184,1,2,2,12,11,6,3
20185,1,2,2,11,10,8,4
20186,2,2,1,9,8,7,6
20187,2,2,2,10,9,8,8
20188,1,1,2,12,11,8,1
20189,2,1,1,14,14,8,8
20190,1,1,1,9,9,5,4
20191,1,2,2,10,9,5,2
20192,2,2,1,9,9,8,8
20193,1,2,2,10,10,7,5
20194,2,2,1,15,15,8,8
20195,2,2,1,11,11,8,6
20196,1,2,2,11,11,8,6
20197,2,1,1,9,10,7,5
20198,2,2,2,5,5,1,1
20199,1,1,2,9,10,6,1
20200,1,2,2,11,10,4,4
20201,1,3,1,11,13,8,5
20202,2,1,1,14,14,3,3
20203,1,3,2,10,10,7,6
20204,1,2,2,8,8,5,5
20205,2,2,2,16,9,8,1
20206,1,2,2,15,15,6,5
20207,1,1,2,13,10,5,2
20208,2,2,1,11,12,5,1
20209,1,2,2,15,17,8,6
20210,1,3,2,15,14,8,5
20211,1,6,2,18,14,5,4
20212,2,2,1,14,14,8,8
20213,2,1,1,9,9,5,1
20214,1,2,1,10,9,7,6
20215,1,2,1,14,13,8,3
20216,1,2,1,9,9,8,8
20217,2,2,1,9,11,8,6
20218,1,3,2,10,8,8,4
20219,1,2,2,11,10,8,8
20220,1,2,2,12,12,8,6
20221,2,2,1,12,12,8,7
20222,2,2,1,12,12,8,5
20223,1,1,2,10,9,1,1
20224,2,2,1,15,15,8,8
20225,1,2,1,8,10,3,3
20226,1,2,2,12,12,8,8
20227,1,2,2,9,9,8,8
20228,1,2,1,11,12,8,8
20229,1,2,1,9,9,6,6
20230,1,2,2,10,9,8,6
20231,1,2,2,11,9,6,5
20232,1,3,2,13,10,8,6
20233,2,2,1,14,14,8,6
20234,1,1,2,8,9,5,1
20235,2,2,1,12,12,8,8
20236,1,3,2,14,13,8,5
20237,1,2,2,11,12,7,6
20238,2,2,1,10,10,6,5
20239,2,2,1,10,10,6,6
20240,2,2,1,9,10,8,5
20241,2,2,1,15,15,8,8
20242,1,2,2,7,7,6,3
20243,1,2,2,15,15,8,8
20244,2,0,1,13,9,4,3
20245,1,3,1,8,8,4,2
20246,1,3,2,18,18,7,3
20247,1,2,1,9,8,8,4
20248,1,1,2,14,14,8,4
20249,1,2,2,20,16,8,8
20250,1,2,2,9,9,8,3
20251,2,0,1,10,10,8,6
20252,2,2,2,14,13,5,4
20253,2,0,1,9,9,6,6
20254,2,2,1,9,13,6,6
20255,1,1,1,14,13,8,6
20256,1,3,2,13,17,8,3
20257,1,2,2,9,8,6,1
20258,1,2,2,9,10,5,3
20259,2,2,1,14,14,8,3
20260,2,2,1,12,11,8,8
20261,1,2,2,15,15,8,8
20262,1,2,2,12,14,8,5
20263,1,3,2,13,14,8,2
20264,1,2,2,9,9,5,3
20265,2,2,1,16,16,4,1
20266,1,2,1,10,9,8,7
20267,1,3,2,15,15,7,7
20268,1,4,1,9,8,6,6
20269,2,2,1,13,8,8,3
20270,1,3,2,9,9,7,5
20271,1,1,2,9,9,8,8
20272,1,2,2,12,12,8,8
20273,2,2,1,13,13,8,6
20274,2,2,2,6,7,2,1
20275,1,2,2,10,8,8,3
20276,2,1,1,11,10,5,3
20277,2,2,1,8,9,3,3
20278,1,2,2,10,9,8,8
20279,2,2,1,11,12,7,7
20280,2,2,1,9,9,7,5
20281,2,2,1,12,13,7,6
20282,1,1,2,11,12,5,1
20283,1,1,2,13,12,8,8
20284,2,2,2,12,12,8,8
20285,1,0,1,8,6,4,4
20286,1,1,2,8,10,2,1
20287,1,2,2,16,15,3,2
20288,1,2,2,11,13,8,8
20289,2,2,2,6,6,3,1
20290,1,2,2,13,14,3,3
20291,1,2,2,8,7,5,1
20292,2,2,2,15,18,8,8
20293,2,3,1,12,13,4,4
20294,1,1,2,14,11,7,5
20295,1,3,2,17,13,8,8
20296,1,2,2,17,12,3,3
20297,2,1,1,10,12,6,5
20298,1,2,2,14,13,8,8
20299,1,1,2,9,12,5,1
20300,1,2,2,10,9,8,6
20301,2,2,1,13,13,8,8
20302,2,3,1,11,11,5,5
20303,2,2,1,10,10,7,5
20304,1,2,2,9,9,4,3
20305,1,2,2,13,12,8,6
20306,1,2,2,13,15,8,8
20307,1,4,2,9,9,8,6
20308,1,2,2,14,8,8,2
20309,1,2,2,19,18,8,4
20310,1,1,1,8,8,4,1
20311,1,3,1,8,7,3,1
20312,2,1,2,15,8,7,1
20313,2,2,1,10,10,7,5
20314,2,1,1,9,9,7,7
20315,2,2,2,13,13,8,8
20316,2,2,1,13,14,5,4
20317,1,2,2,12,11,8,6
20318,2,2,1,12,11,8,8
20319,1,2,1,15,14,5,3
20320,2,4,1,15,8,3,2
20321,2,2,1,11,10,7,1
20322,2,3,1,14,15,8,7
20323,1,4,2,15,14,8,8
20324,1,2,2,11,11,8,1
20325,1,1,1,12,11,7,6
20326,1,2,2,11,10,8,2
20327,2,2,1,15,16,8,5
20328,1,2,2,9,9,8,1
20329,2,2,1,9,9,6,5
20330,1,2,2,10,10,8,7
20331,1,2,2,11,10,8,8
20332,2,0,1,8,8,3,3
20333,1,2,2,13,11,5,5
20334,1,2,2,17,15,8,8
20335,1,2,2,12,11,8,8
20336,2,3,1,10,12,6,3
20337,2,3,1,11,11,8,8
20338,1,2,2,13,10,6,2
20339,2,2,2,9,9,3,2
20340,2,0,1,10,9,8,7
20341,2,2,1,9,9,5,1
20342,1,2,2,10,9,5,5
20343,1,0,1,12,12,4,2
20344,1,2,1,8,9,7,7
20345,1,3,2,11,10,8,7
20346,2,1,1,21,22,3,3
20347,2,2,1,12,14,5,5
20348,2,2,2,17,9,5,3
20349,1,2,2,15,15,8,1
20350,2,1,1,10,10,6,6
20351,1,3,1,11,10,3,2
20352,2,2,1,14,15,8,6
20353,2,0,1,14,14,8,6
20354,1,1,2,13,14,8,3
20355,1,3,2,13,12,8,4
20356,2,1,1,9,10,4,2
20357,1,1,1,12,10,6,3
20358,1,2,2,10,9,8,8
20359,1,6,2,13,13,8,6
20360,2,3,1,15,14,8,7
20361,1,2,2,12,11,8,5
20362,1,2,2,10,9,6,5
20363,1,6,1,10,10,4,3
20364,1,2,2,13,14,8,5
20365,1,2,1,9,10,7,5
20366,2,3,2,14,7,6,4
20367,1,2,2,9,9,5,3
20368,2,2,1,13,11,5,5
20369,1,2,2,11,10,7,7
20370,1,2,2,15,17,6,5
20371,2,1,1,12,14,8,6
20372,1,2,2,13,8,8,3
20373,2,2,1,14,14,8,8
20374,1,2,2,14,13,8,5
20375,1,3,2,9,9,6,4
20376,1,2,2,15,15,5,4
20377,1,2,2,14,14,5,2
20378,1,1,2,11,11,8,8
20379,2,2,2,8,8,3,1
20380,2,2,1,10,12,5,2
20381,1,2,2,10,9,8,4
20382,1,0,2,10,9,5,2
20383,2,2,1,11,11,8,6
20384,2,2,1,7,9,5,2
20385,2,2,1,14,12,4,3
20386,1,1,2,11,10,7,3
20387,1,2,2,14,14,8,8
20388,2,2,1,10,10,8,7
20389,2,2,1,16,13,8,6
20390,1,3,2,15,14,8,5
20391,1,3,2,9,9,8,5
20392,1,2,1,11,9,4,3
20393,2,2,1,8,8,8,4
20394,1,4,2,21,22,8,6
20395,1,2,2,10,11,8,8
20396,2,3,1,15,16,8,3
20397,2,3,2,15,17,8,1
20398,1,2,1,9,9,6,6
20399,2,2,1,17,13,6,4
20400,1,1,2,10,10,8,7
20401,1,2,2,9,15,4,4
20402,1,1,2,9,9,8,6
20403,1,0,1,9,9,2,1
20404,1,4,2,14,15,8,1
20405,2,2,1,10,9,7,4
20406,1,2,2,12,13,7,2
20407,1,3,2,16,15,6,3
20408,1,2,1,13,13,8,8
20409,2,3,1,13,14,8,5
20410,1,2,2,17,15,8,8
20411,2,2,1,12,14,2,2
20412,1,2,2,13,13,6,5
20413,1,2,2,17,16,8,6
20414,2,3,1,11,11,5,3
20415,1,2,1,16,8,8,1
20416,2,3,1,10,11,8,8
20417,2,3,1,15,16,3,2
20418,1,2,1,15,10,8,1
20419,1,4,2,15,14,8,8
20420,2,2,1,14,13,8,8
20421,2,2,1,13,13,8,6
20422,2,2,1,12,12,8,4
20423,2,1,1,17,10,8,7
20424,1,3,2,9,9,5,5
20425,2,2,1,13,14,8,8
20426,2,2,2,16,9,6,3
20427,1,3,2,15,15,8,6
20428,2,2,1,13,4,6,1
20429,1,2,2,13,10,8,2
20430,1,2,2,17,15,8,8
20431,1,3,2,10,8,8,4
20432,1,2,2,13,12,8,8
20433,1,2,2,13,13,8,4
20434,2,2,1,11,10,8,1
20435,1,2,2,14,14,8,8
20436,1,2,2,9,9,4,1
20437,2,2,2,12,6,6,6
20438,1,6,2,20,20,8,7
20439,2,2,1,10,13,5,5
20440,1,3,2,14,14,8,8
20441,1,2,2,14,13,8,3
20442,1,2,1,11,9,8,6
20443,1,1,2,9,9,8,3
20444,2,2,2,9,8,7,6
20445,1,3,2,15,13,8,8
20446,1,2,2,14,13,5,3
20447,2,0,1,10,10,8,8
20448,2,2,1,13,12,8,8
20449,1,2,1,13,10,3,2
20450,2,2,2,15,7,5,1
20451,2,4,1,15,15,8,8
20452,1,2,2,13,13,8,8
20453,2,2,1,17,16,5,4
20454,1,2,2,9,9,8,4
20455,1,2,2,13,13,8,8
20456,2,2,2,8,8,6,3
20457,1,2,1,9,9,8,5
20458,2,2,2,9,10,7,5
20459,2,2,1,15,15,8,8
20460,1,2,2,10,10,6,6
20461,1,2,2,13,11,8,8
20462,2,2,1,8,10,6,3
20463,1,1,2,14,6,5,3
20464,2,3,1,16,17,5,4
20465,2,2,1,15,15,8,4
20466,1,2,1,14,13,8,8
20467,1,2,2,12,11,8,8
20468,1,2,2,13,12,4,3
20469,1,3,2,17,17,8,8
20470,1,3,2,17,18,8,3
20471,1,1,2,12,19,7,3
20472,2,3,1,14,14,8,2
20473,1,3,1,14,13,8,5
20474,1,2,2,10,10,8,8
20475,1,2,2,9,15,8,4
20476,2,2,1,10,10,8,5
20477,2,2,1,9,9,6,5
20478,2,2,1,12,12,8,8
20479,2,2,2,13,19,8,4
20480,2,2,1,11,11,3,2
20481,1,3,2,14,11,8,4
20482,1,2,2,10,9,8,1
20483,2,2,1,11,14,8,8
20484,1,2,2,10,9,8,5
20485,2,2,1,12,12,8,6
20486,2,1,1,13,14,6,6
20487,2,4,1,15,13,8,6
20488,1,2,2,12,13,8,7
20489,1,2,2,12,11,8,1
20490,1,2,2,13,12,8,5
20491,1,3,2,16,15,8,8
20492,2,2,1,10,10,6,4
20493,1,2,2,18,18,8,1
20494,1,2,2,11,10,8,8
20495,1,2,2,15,14,8,1
20496,1,2,2,9,9,8,6
20497,2,3,1,14,14,8,8
20498,1,2,2,12,11,7,1
20499,2,2,1,17,19,8,7
20500,2,2,1,15,15,7,4
20501,1,2,2,9,16,7,3
20502,2,2,1,20,10,4,2
20503,2,2,2,12,11,8,8
20504,1,4,2,19,19,6,4
20505,1,2,2,10,10,8,1
20506,1,2,2,12,12,8,7
20507,1,2,2,10,10,8,6
20508,2,2,2,10,9,8,5
20509,2,3,1,14,14,8,8
20510,1,3,2,10,10,8,8
20511,1,2,2,10,10,8,5
20512,1,2,2,11,10,8,8
20513,2,2,1,11,5,5,1
20514,1,2,2,11,12,8,7
20515,2,1,1,10,12,6,4
20516,1,1,1,7,9,5,1
20517,1,3,2,9,9,8,8
20518,1,2,2,17,14,5,4
20519,1,2,2,13,13,8,2
20520,1,3,2,16,15,8,8
20521,1,1,1,11,9,8,6
20522,1,2,2,15,14,8,2
20523,1,2,2,10,8,5,3
20524,1,2,2,10,9,8,7
20525,2,2,1,9,9,5,4
20526,1,2,2,16,17,8,3
20527,2,2,1,10,10,4,4
20528,1,3,2,15,15,8,2
20529,1,2,2,10,9,8,4
20530,1,2,2,11,10,8,8
20531,1,2,2,14,11,8,8
20532,2,2,1,14,15,8,8
20533,1,1,1,9,8,8,3
20534,2,3,1,15,16,8,5
20535,2,1,1,10,11,4,3
20536,1,2,2,15,14,8,5
20537,2,2,2,11,14,5,1
20538,1,3,2,9,12,4,2
20539,1,2,1,10,10,6,4
20540,2,1,2,15,15,8,8
20541,1,3,2,12,10,8,5
20542,1,3,2,12,10,8,5
20543,1,3,2,15,14,8,2
20544,1,3,2,15,14,8,2
20545,2,2,2,15,17,8,8
20546,2,2,2,15,17,8,8
20547,2,2,1,16,17,6,4
20548,2,2,1,16,17,6,4
20549,1,3,1,18,18,3,3
20550,2,1,2,12,12,8,8
20551,2,0,2,14,14,6,6
20552,2,2,1,10,10,3,3
20553,2,2,1,10,10,3,3
20554,2,1,2,12,12,7,7
20555,2,2,1,12,5,6,4
20556,2,2,1,12,5,6,4
20557,1,2,2,11,11,8,8
20558,1,2,2,11,11,8,8
20559,1,2,1,21,21,3,3
20560,2,2,2,12,12,6,6
20561,1,3,1,17,17,8,8
20562,1,2,1,12,9,7,6
20563,1,2,1,12,9,7,6
20564,2,2,1,9,9,5,5
20565,2,2,1,9,9,5,5
20566,1,1,1,8,8,3,3
20567,1,2,2,9,9,4,3
20568,1,2,2,9,9,4,3
20569,2,3,2,11,11,6,6
20570,2,3,2,11,11,6,6
20571,1,2,1,19,19,8,8
20572,1,2,2,9,9,7,5
20573,1,2,2,9,9,7,5
20574,2,2,1,10,11,3,3
20575,2,2,1,10,11,3,3
20576,1,2,1,13,13,8,8
20577,1,2,2,10,9,8,6
20578,1,2,2,10,9,8,6
20579,2,2,2,11,11,5,5
20580,2,2,2,16,16,8,8
20581,1,2,1,6,6,5,5
20582,2,2,1,15,13,6,5
20583,2,2,1,15,13,6,5
20584,1,2,2,17,15,8,8
20585,1,2,2,17,15,8,8
20586,2,2,1,9,10,8,5
20587,2,2,1,9,10,8,5
20588,2,2,2,18,18,7,7
20589,1,2,2,9,9,7,5
20590,1,2,2,9,9,7,5
20591,1,3,2,14,13,8,7
20592,1,3,2,14,13,8,7
20593,1,2,2,14,14,8,8
20594,1,2,2,14,14,8,8
20595,1,1,1,12,12,5,5
20596,2,1,2,14,14,8,8
20597,1,1,1,14,5,8,4
20598,1,1,1,14,5,8,4
20599,2,3,1,15,16,8,6
20600,2,3,1,15,16,8,6
20601,2,3,1,9,10,8,7
20602,2,3,1,9,10,8,7
20603,1,2,1,12,12,8,8
20604,1,3,2,19,18,7,5
20605,1,3,2,19,18,7,5
20606,1,2,2,12,12,8,6
20607,1,2,2,12,12,8,6
20608,1,2,1,19,19,1,1
20609,2,2,2,12,11,6,5
20610,2,2,2,12,11,6,5
20611,1,2,1,23,23,5,5
20612,2,1,2,11,11,8,8
20613,1,2,2,14,14,4,4
20614,1,2,2,14,14,4,4
20615,2,3,1,10,12,7,3
20616,2,3,1,10,12,7,3
20617,2,1,2,10,10,8,8
20618,1,2,2,15,8,7,1
20619,1,2,2,15,8,7,1
20620,1,1,1,14,14,1,1
20621,2,2,1,10,10,8,8
20622,2,2,1,10,10,8,8
20623,2,2,2,8,8,1,1
20624,2,1,1,15,11,5,1
20625,2,1,1,15,11,5,1
20626,1,3,2,13,14,7,6
20627,1,3,2,13,14,7,6
20628,2,3,1,13,14,7,5
20629,2,3,1,13,14,7,5
20630,2,2,1,12,5,6,1
20631,2,2,1,12,5,6,1
20632,2,3,2,14,8,8,3
20633,2,3,2,14,8,8,3
20634,2,2,2,14,14,7,7
20635,1,2,2,15,14,5,2
20636,1,2,2,15,14,5,2
20637,2,2,2,14,7,3,1
20638,2,2,2,14,7,3,1
20639,1,0,1,18,18,6,6
20640,1,1,2,13,14,6,4
20641,1,1,2,13,14,6,4
20642,1,2,2,15,11,8,7
20643,1,2,2,15,11,8,7
20644,1,2,1,15,6,5,1
20645,1,2,1,15,6,5,1
20646,2,1,2,19,19,6,6
20647,2,1,2,14,14,4,4
20648,1,2,2,14,14,8,4
20649,1,2,2,14,14,8,4
20650,1,2,1,16,16,8,8
20651,1,1,1,21,21,6,6
20652,2,3,2,17,17,5,5
20653,1,2,2,12,10,5,4
20654,1,2,2,12,10,5,4
20655,2,1,2,12,12,7,7
20656,1,3,2,14,14,8,6
20657,1,3,2,14,14,8,6
20658,1,2,1,20,20,4,4
20659,1,4,2,14,14,8,5
20660,1,4,2,14,14,8,5
20661,1,2,2,19,19,8,2
20662,1,2,2,19,19,8,2
20663,1,2,1,15,15,8,8
20664,1,2,1,9,9,5,4
20665,1,2,1,9,9,5,4
20666,2,1,1,15,15,8,4
20667,2,1,1,15,15,8,4
20668,2,2,1,18,15,8,5
20669,2,2,1,18,15,8,5
20670,2,2,2,16,16,8,8
20671,2,1,2,17,17,6,6
20672,2,2,2,11,11,8,8
20673,1,3,1,13,13,7,7
20674,2,3,1,14,18,4,2
20675,2,3,1,14,18,4,2
20676,1,2,2,15,15,8,3
20677,1,2,2,15,15,8,3
20678,1,2,1,10,10,8,8
20679,1,2,2,18,13,8,5
20680,1,2,2,18,13,8,5
20681,1,2,1,14,14,8,8
20682,1,2,1,14,14,3,3
20683,1,3,1,14,8,8,3
20684,1,3,1,14,8,8,3
20685,2,1,2,13,13,7,7
20686,1,2,1,13,13,8,8
20687,1,2,1,14,14,3,3
20688,2,3,1,15,15,7,6
20689,2,3,1,15,15,7,6
20690,2,2,1,10,9,6,6
20691,2,2,1,10,9,6,6
20692,1,0,1,15,15,8,8
20693,1,2,1,9,9,6,6
20694,1,2,1,10,10,7,7
20695,1,2,2,14,11,7,5
20696,1,2,2,14,11,7,5
20697,1,2,2,15,15,6,5
20698,1,2,2,15,15,6,5
20699,2,1,2,12,12,1,1
20700,2,0,2,19,19,2,2
20701,1,2,2,14,19,8,5
20702,1,2,2,14,19,8,5
20703,1,4,2,12,9,6,2
20704,1,4,2,12,9,6,2
20705,1,1,2,11,11,6,3
20706,1,1,2,11,11,6,3
20707,1,2,1,9,9,5,5
20708,1,2,1,18,18,5,5
20709,1,2,2,13,15,5,3
20710,1,2,2,13,15,5,3
20711,1,2,1,15,15,8,8
20712,1,2,1,9,9,7,5
20713,1,2,1,9,9,7,5
20714,2,2,1,14,20,8,6
20715,2,2,1,14,20,8,6
20716,1,2,1,14,14,8,8
20717,1,3,1,9,10,8,8
20718,1,3,1,9,10,8,8
20719,1,2,2,11,10,8,6
20720,1,2,2,11,10,8,6
20721,1,2,2,15,15,8,6
20722,1,2,2,15,15,8,6
20723,2,4,2,17,17,8,8
20724,2,1,2,11,11,8,8
20725,1,3,1,21,21,6,6
20726,1,2,2,9,8,8,1
20727,1,2,2,9,8,8,1
20728,2,2,1,8,8,4,1
